Name,IATA,ICAO
Dezhou East Railway Station,\N,\N
Qufu East Railway Station,\N,\N
Zaozhuang Railway Station,\N,\N
Suzhou East Railway Station - Anhui,\N,\N
Bengbu South Railway Station,\N,\N
Chuzhou Railway Station,\N,\N
Chongqing North Railway Station,\N,\N
Chengdu Railway Station,\N,\N
Belomorsk,\N,\N
Konosha,\N,\N
Obozerskiy,\N,\N
Danilov,\N,\N
Mikun',\N,\N
Kotel'nich,\N,\N
Galich,\N,\N
Bui-Railway,\N,\N
Volhovstroy,\N,\N
Chudovo,\N,\N
Bologoye,\N,\N
Nevel',\N,\N
Smolensk,\N,\N
Gagarin,\N,\N
Wyborg,\N,\N
Kingisepp,\N,\N
Novgorod-na-Volhove,\N,\N
Staraya Russa,\N,\N
Viljandi,\N,\N
Haapsalu,\N,\N
Hinton/Jasper-Hinton Airport,YJP,CEC4
University Airport,\N,\N
Garibaldi Brothers Airport,\N,\N
Richmond BART Station,\N,\N
San Antonio Caltrain Station,\N,\N
Bathurst Street Terminal,\N,\N
Billy Bishop Toronto City Airport Terminal,\N,\N
Orsha,\N,\N
Zlobin,\N,\N
Kalinkovichy,\N,\N
Krychev,\N,\N
Vjaz'ma,\N,\N
Bryansk Orlovskiy,\N,\N
Kiev-Pivdeniy,\N,\N
Korosten',\N,\N
Shu Train Station,\N,\N
Arys-1,\N,\N
Troitsk,\N,\N
Rjazan',\N,\N
Agryz Railway,\N,\N
Kanash-1,\N,\N
Arzamas,\N,\N
Vladimir,\N,\N
Syzran',\N,\N
Lihaja,\N,\N
Gorlovka,\N,\N
Krinichnaja,\N,\N
Sinel'nikovo,\N,\N
Lozovaja,\N,\N
Taganrog,\N,\N
Sal'sk,\N,\N
Tihoretskaja,\N,\N
Kavkazskaja,\N,\N
Tuapse,\N,\N
Budennovsk,\N,\N
Liski,\N,\N
Rtishchevo-1,\N,\N
Kupjansk,\N,\N
Konotop,\N,\N
Orel,\N,\N
Elets,\N,\N
Grjazi,\N,\N
Rjazsk,\N,\N
Azov,\N,\N
Fuyong Ferry Terminal,\N,\N
Skypier,\N,\N
Gandria,\N,\N
Bolsherech'e,\N,\N
Tara,\N,\N
Ust'-Shish,\N,\N
Konstanz Station,\N,\N
Moenchaltorf,\N,\N
Frauenfeld,\N,\N
Dinhard,\N,\N
Las Dunas Airport,\N,SPLH
Watsonville Municipal Airport,WVI,KWVI
Gurgaon Railway Station,\N,\N
Amsterdam-Zuid,\N,\N
Station Lelylaan,\N,\N
Maple Bay Marina,YAQ,\N
Amsterdam Lelylaan,\N,\N
Gelephu Airport,GLU,VQGP
Jachthaven IJburg,\N,\N
Jachthaven Stichting Muiden,\N,\N
Fort ann het Pampus,\N,\N
Hollister Municipal Airport,HLI,KCVH
Williamsburg Jamestown Airport,\N,KJGG
Osaka Port International Ferry Terminal,\N,\N
Hakata Port International Terminal,\N,\N
Yongyu Station,\N,\N
Vlissingen Station,\N,\N
Amboin,AMG,\N
Karanambo,KRM,\N
Wittenom,WIT,\N
Rottnest Island,\N,\N
Dulkaninna Airport,DLK,YDLK
Etadunna,ETD,\N
Mungeranie,MNE,\N
Cowarie,CWR,\N
Clifton Hills,CFH,\N
Durrie,DRR,\N
Cordillo Downs,ODL,\N
Durham Downs,DHD,\N
Innamincka,INM,\N
Glengyle,GLG,\N
Leigh Creek,\N,\N
Wilpena Pound,HWK,\N
Mitchell Plateau ,MIH,\N
Franz Josef Aerodrome,WHO,\N
Martins Bay,\N,\N
William Creek Airport,\N,YWMC
12APO ,\N,\N
ANTFR,\N,\N
ANTFR,\N,\N
ROCKI,\N,\N
LOYAL,\N,\N
CRADL,\N,\N
FURYG,\N,\N
PORTA,\N,\N
ABNER,\N,\N
CRAWF,\N,\N
Kenora Seaplane Base,\N,CJM9
Rumbula Air Base,\N,EVRC
FONIM,\N,\N
BUNGL,\N,\N
FRANZ,\N,\N
Tsodilo Hills,\N,FB82
CHIEF,\N,\N
CHIEF,\N,\N
SEREN,\N,\N
MASAI,\N,\N
CRYST,\N,\N
Logrono Railway Station,\N,\N
Siheung airport,SNG,SHNG
Rushmore Heliport,\N,\N
Kodari Schoolyard Heliport,\N,\N
Martorell Central Station,\N,\N
Siquijor Airport,\N,RPVZ
Gare de La Hulpe,\N,\N
Opapimiskan Lake Airport,YBS,CKM8
Monistrol de Montserrat,\N,\N
Santa Coloma de Cervell Railway Station,\N,\N
Rockville Amtrak Station,\N,\N
Aeri de Montserrat,\N,\N
Placa d Espanya Station,\N,\N
Bern Railway Station,ZDJ,\N
Olten Railway Station,\N,\N
Thalwil Railway Station,\N,\N
Zug Railway Station,\N,\N
Baar Railway Station,\N,\N
Rizhao Shanzihe Airport,RIZ,ZSRZ
Shaxian Airport,SQJ,ZSSM
Bruchsal Station,\N,\N
Izuhara International Passenger Terminal,\N,\N
Taroom Airport,XTO,YTAM
Gelnhausen Airport,\N,EDFG
Ærø Airport,\N,EKAE
Lauterbach Airport,\N,EDFT
Aschaffenburg Airport,\N,EDFC
Squamish Airport,YSE,CYSE
Hillsdale Station,\N,\N
Wuxi East Railway Station,\N,\N
Shanghai Hongqiao Railway Station,\N,\N
Taian Railway Station,\N,\N
Jinan Railway Station,\N,\N
Hangzhou East Railway Station,\N,\N
Shijiazhuang Railway Station,\N,\N
Huizhou South Railway Station,\N,\N
Plovdiv South Bus Station,\N,\N
Langfang Railway Station,\N,\N
Changsha South Railway Station,\N,\N
Wuhan Railway Station,\N,\N
Reichelsheim Airport,\N,EDFB
Dolmar,\N,DOLM
Marburg-Schönstadt Airport,\N,EDFN
Lauenbrück Airport,\N,EDHU
Hüttenbusch Airport,\N,EDXU
Vrsar Crljenka Airport,\N,LDPV
Kongens Nytorv Station,\N,\N
Union County Airport,\N,KMRT
La Grande-4 Airport,YAH,CYAH
Alert Bay Airport,YAL,CYAL
Liverpool South Shore Regional Airport,\N,CYAU
Kona Dock,\N,\N
Nipawin Airport,\N,CYBU
Centralia / James T. Field Memorial Aerodrome,YCE,CYCE
Blue River Airport,\N,CYCP
Chetwynd Airport,YCQ,CYCQ
Ross River Airport,XRR,CYDM
Dolbeau St Felicien Airport,YDO,CYDO
Amos/Magny Airport,YEY,CYEY
Goderich Airport,\N,CYGD
Hope Airport,YHE,CYHE
Haines Junction Airport,YHT,CYHT
Digby / Annapolis Regional Airport,YDG,CYID
Fort Liard Airport,YJF,CYJF
Key Lake Airport,YKJ,CYKJ
Leaf Rapids Airport,YLR,CYLR
Matane Airport,YME,CYME
Charlevoix Airport,YML,CYML
Nejanilini Lake Airport,\N,CYNN
Owen Sound / Billy Bishop Regional Airport,YOS,CYOS
Port Hawkesbury Airport,YPS,CYPD
St Thomas Municipal Airport,YQS,CYQS
Ottawa / Rockcliffe Airport,YRO,CYRO
Ottawa / Carp Airport,\N,CYRP
Smiths Falls-Montague (Russ Beach) Airport,YSH,CYSH
St Leonard Airport,YSL,CYSL
Virden/R.J. (Bob) Andrew Field Regional Aerodrome,\N,CYVD
Vernon Airport,YVE,CYVK
Beaver Creek Airport,YXQ,CYXQ
Shuswap Regional Airport,YSN,CZAM
Kelsey Airport,KES,CZEE
Pukatawagan Airport,XPK,CZFG
Grand Forks Airport,ZGF,CZGF
Jenpeg Airport,ZJG,CZJG
Thicket Portage Airport,YTD,CZLQ
Pikwitonei Airport,PIW,CZMN
Poplar River Airport,XPP,CZNG
Pincher Creek Airport,WPC,CZPC
Stewart Airport,ZST,CZST
Ignace Municipal Airport,ZUC,CZUC
Neubrandenburg Airport,FNB,EDBN
Airport Bamberg-Breitenau,\N,EDQA
Zerbst Airport,\N,EDUZ
RAF Spadeadam,\N,EGOM
RAF Kinloss,FSS,EGQK
Biała Podlaska Airfield,BXP,EPBP
Cewice Air Base,\N,EPCE
Deblin Military Air Base,\N,EPDE
Leczyca Military Air Base,\N,EPLY
Minsk Mazowiecki Military Air Base,\N,EPMM
Powidz Military Air Base,\N,EPPW
Tomaszow Mazowiecki Military Air Base,\N,EPTM
Björkvik Air Base,\N,ESKX
Ljungbyhed Airport,\N,ESTL
Daugavpils Intrenational Airport,DGP,EVDA
Jēkabpils Air Base,\N,EVKA
Jūrmala Airport,\N,EVTA
Kėdainiai Air Base,\N,EYKD
Lime Acres Finsch Mine Airport,LMR,FALC
Sua Pan Airport,SXN,FBSN
Lusaka City Airport,\N,FLLC
Sumbe Airport,NDD,FNSU
Mangochi Airport,MAI,FWMG
Arandis Airport,ADI,FYAR
Mariental Airport,\N,FYML
Almaza Air Force Base,\N,HEAZ
Beni Suef Air Base,\N,HEBS
Jiyanklis Air Base,\N,HEGS
Merowe New Airport,MWE,HSMN
St Louis Regional Airport,ALN,KALN
Chandler Field,AXN,KAXN
Columbus Municipal Airport,CLU,KBAK
Curtis Field,BBD,KBBD
Eastern Sierra Regional Airport,BIH,KBIH
Baker City Municipal Airport,BKE,KBKE
Miley Memorial Field,BPI,KBPI
Ozark Regional Airport,WMH,KBPK
W K Kellogg Airport,BTL,KBTL
Burley Municipal Airport,BYI,KBYI
Northeast Iowa Regional Airport,CCY,KCCY
Chanute Martin Johnson Airport,CNU,KCNU
Jacksonville Executive at Craig Airport,CRG,KCRG
Crossville Memorial Whitson Field,CSV,KCSV
Davison Army Air Field,DAA,KDAA
Barstow Daggett Airport,DAG,KDAG
Deming Municipal Airport,DMN,KDMN
Desert Rock Airport,DRA,KDRA
Needles Airport,EED,KEED
Duke Field,EGI,KEGI
Murray Field,EKA,KEKA
San Marcos Regional Airport,\N,KHYI
Sawyer County Airport,HYR,KHYR
Kimble County Airport,JCT,KJCT
Monticello Municipal Ellis Field,\N,KLLQ
Derby Field,LOL,KLOL
Mobridge Municipal Airport,MBG,KMBG
Mc Comb/Pike County Airport/John E Lewis Field,MCB,KMCB
Southern Illinois Airport,MDH,KMDH
Mc Entire Joint National Guard Base,MMT,KMMT
Brunswick Executive Airport,NHZ,KNHZ
Naval Station Mayport (Admiral David L. Mcdonald Field),NRB,KNRB
Orangeburg Municipal Airport,OGB,KOGB
Columbus Municipal Airport,\N,KOLU
Ottumwa Regional Airport,OTM,KOTM
Cairns AAF (Fort Rucker) Air Field,OZR,KOZR
Ralph Wenz Field,PWY,KPNA
Dutchess County Airport,POU,KPOU
New Richmond Regional Airport,\N,KRNH
Russell Municipal Airport,RSL,KRSL
Redwood Falls Municipal Airport,RWF,KRWF
Salinas Municipal Airport,SNS,KSNS
Sonora Municipal Airport,\N,KSOA
Saline County Regional Airport,\N,KSUZ
Tonopah Airport,TPH,KTPH
Aurora State Airport,\N,KUAO
Ukiah Municipal Airport,UKI,KUKI
University Oxford Airport,UOX,KUOX
Huntsville Regional Airport,HTV,KUTS
Miller Field,VTN,KVTN
Winnemucca Municipal Airport,WMC,KWMC
West Woodward Airport,WWR,KWWR
Cape Canaveral AFS Skid Strip,\N,KXMR
Homey (Area 51) Airport,\N,KXTA
Zanesville Municipal Airport,ZZV,KZZV
Gjadër Air Base,\N,LAGJ
Kukës Airport,\N,LAKU
Kuçovë Air Base,\N,LAKV
Vlorë Air Base,\N,LAVL
Haskovo Malevo Airport,\N,LBHS
Gabrovnitsa Air Base,\N,LBMG
Graf Ignatievo Air Base,\N,LBPG
Dolna Mitropoliya Air Base,\N,LBPL
Balchik Air Base,\N,LBWB
Cuatro Vientos Airport,ECV,LECU
Castellón-Costa Azahar Airport,CDT,LEDS
Teruel Airport,TEV,LETL
Blois-Le Breuil Airport,\N,LFOQ
Trento-Mattarello Airport,\N,LIDT
Alessandria Airport,\N,LILA
Biella-Cerrione Airport,\N,LILE
Vercelli Airport,\N,LILI
Casale Monferrato Airport,\N,LILM
Varese-Venegono Airport,\N,LILN
Novi Ligure Airport,\N,LIMR
Sarzana-Luni Air Base,QLP,LIQW
Câmpia Turzii Air Base,\N,LRCT
Mărculeşti International Airport,\N,LUBM
Cahul International Airport,\N,LUCH
Tiraspol Airport,\N,LUTR
Batajnica Air Base,BJY,LYBT
Rubelsanto Airport,RUV,MGRB
Coronel Enrique Soto Cano Air Base,XPL,MHSC
Upala Airport,UPL,MRUP
San Nicolas De Bari Airport,QSN,MUNB
San Julian Air Base,SNJ,MUSJ
King Salman Abdulaziz Airport,DWD,OEDM
King Khaled Air Base,KMX,OEKM
Riyadh Air Base,XXN,OERY
Jam Airport,KNR,OIBJ
Hamadan Air Base,\N,OIHS
Payam International Airport,PYK,OIIP
Ahmed Al Jaber Air Base,XIJ,OKAJ
Rayak Air Base,\N,OLRA
Mirpur Khas Air Base,\N,OPMK
Minhas Air Base,ATG,OPMS
Rafiqui Air Base,\N,OPRQ
Faisal Air Base,\N,OPSF
Mushaf Air Base,SGI,OPSR
Qayyarah West Airport,RQW,ORQW
Al Sahra Army Air Field,\N,ORSH
Tall Afar Army Air Field,\N,ORTF
Al Taji Army Air Field,\N,ORTI
Ubaydah Bin Al Jarrah Airport,\N,ORUB
Nenana Municipal Airport,ENN,PANN
Wasilla Airport,WWA,PAWS
Gangshan Air Force Base,\N,RCAY
Asahikawa Airfield,\N,RJCA
Iwakuni Marine Corps Air Station,IWK,RJOI
Utsunomiya Airport,\N,RJTU
Jungwon Air Base/Chungju Airport,\N,RKTI
Ie Jima Airport,IEJ,RORE
Allah Valley Airport,AAV,RPMA
Bislig Airport,BPH,RPMF
Mati National Airport,MXI,RPMQ
Presidente Néstor Kirchner Regionsl Airport,\N,SAOV
Chafei Amsei Airport,BAT,SBBT
Base de Aviação de Taubaté Airport,QHP,SBTA
Barriles Airport,TOQ,SCBE
Schroeder's field,\N,SCHR
Chañaral Airport,CNR,SCRA
Panguilemo Airport,TLX,SCTL
Victoria Airport,ZIC,SCTO
Las Breas Airport,TTC,SCTT
Gomez Nino Apiay Air Base,API,SKAP
Coveñas Airport,CVE,SKCV
German Olano Air Base,PAL,SKPQ
Paz De Ariporo Airport,PZA,SKPZ
Tunja Airport,\N,SKTJ
Tres Esquinas Air Base,TQS,SKTQ
Marandúa Air Base,\N,SKUA
Juan Simons Vela Airport,RIJ,SPJA
Shumba Airport,JAE,SPJE
Metropolitano Airport,\N,SVMP
Issyk-Kul International Airport,IKU,UAFL
Kant Air Base,\N,UAFW
Ayaguz Airport,\N,UASA
Chelkar Airport,\N,UATR
Kyzyl-Syr Airport,\N,UENK
Vilyuisk Airport,VYI,UENW
Belaya Gora Airport,BGN,UESG
Dzhermuk Airport,\N,UGEJ
Kamenny Ruchey Naval Air Base,\N,UHKG
Maygatka Airport.,GVN,UHKM
Omsukchan Airport,\N,UHMF
Chaybukha Airport,\N,UHMG
Keperveem Airport,\N,UHMK
Magadan-13 Airport,\N,UHMT
Nikolayevsk-na-Amure Airport,NLI,UHNN
Palana Airport,\N,UHPL
Zheleznogorsk Airport,\N,UIBV
Gvardeyskoe Air Base,\N,UKFG
Saki Air Base,\N,UKFI
Dzhankoy Airport,\N,UKFY
Ozerne Air Base,\N,UKKO
Severomorsk-1 Naval Air Base,\N,ULAK
Pushkin Airport,\N,ULLP
Siversky Air Base,\N,ULLS
Staraya Russa Air Base,\N,ULNR
Peski Airport,\N,ULPP
Baranavichi Air Base,\N,UMMA
Babruisk Air Base,\N,UMNB
Severo-Eniseysk Airport,\N,UNIS
Sharypovo Airport,\N,UNKO
Omsk Severny Airport,\N,UNOS
Nagurskoye,\N,UODN
Svetlogorsk Airport,\N,UOIG
Valek Airport,\N,UOOW
Khanskaya Air Base,\N,URKH
Dudinka Airport,\N,UROD
Volgodonsk Airport,VLK,URRY
Tashkent East Airport,\N,UTTP
Myachkovo Airport,\N,UUBM
Tretyakovo Airport,\N,UUMT
Yermolino Airport,\N,UUWE
Inta Airport,INA,UUYI
Izhma Airport,\N,UUYV
Borisoglebskoye Airport,\N,UWKG
Zhigansk Airport,ZIX,UWKV
Maksimovka Airport,\N,UWUM
Buguruslan Severny Airport,\N,UWWB
Bezymyanka Airfield,\N,UWWG
Ratnagiri Airport,RTC,VARG
Hingurakgoda Air Force Base,HIM,VCCH
Kazi Nazrul Islam Airport,RDP,VEDG
Ambala Air Force Station,\N,VIAM
Sirsa Air Force Station,\N,VISA
Udhampur Air Force Station,\N,VIUX
Sri Sathya Sai Airport,PUT,VOPN
Meiktila Air Base,\N,VYML
Changi Air Base (East),\N,WSAC
Soltsy-2 Air Base,\N,XLLL
Severomorsk-3 Naval Air Base,\N,XLMV
Fedotovo Naval Air Base,\N,XLWF
Lebyazhye Air Base,\N,XRWL
Smolensk North Airport,LNX,XUBS
Rtishchevo Air Base,\N,XWPR
Alpha Airport,ABH,YAPH
Ararat Airport,ARY,YARA
Benalla Airport,BLN,YBLA
Balranald Airport,BZD,YBRN
Brewarrina Airport,BWQ,YBRW
Cleve Airport,CVC,YCEE
Corowa Airport,CWW,YCOR
Corryong Airport,CYG,YCRG
Cootamundra Airport,CMD,YCTM
Dirranbandi Airport,DRN,YDBI
Deniliquin Airport,DNQ,YDLQ
Dysart Airport,DYA,YDYS
Echuca Airport,ECH,YECH
Forbes Airport,FRB,YFBS
Gunnedah Airport,GUH,YGDH
Hay Airport,HXX,YHAY
Hopetoun Airport,HTU,YHPN
Kerang Airport,KRA,YKER
Kempsey Airport,KPS,YKMP
Kingaroy Airport,KGY,YKRY
Latrobe Valley Airport,TGN,YLTV
Mareeba Airport,MRG,YMBA
Ngukurr Airport,RPM,YNGU
Narromine Airport,QRM,YNRM
Port Pirie Airport,PPI,YPIR
Smithton Airport,SIO,YSMI
Snake Bay Airport,SNB,YSNB
Stawell Airport,SWC,YSWL
Tibooburra Airport,TYB,YTIB
Tumut Airport,TUM,YTMU
Wangaratta Airport,WGT,YWGT
Warracknabeal Airport,WKB,YWKB
Warren Airport,QRR,YWRN
West Sale Airport,SXE,YWSL
West Wyalong Airport,WWY,YWWL
Young Airport,NGA,YYNG
Guangzhou MR Air Base,LHK,ZHGH
Shiyan Wudangshan Airport,WDS,ZHSY
Sunchon Air Base,\N,ZKSC
Huatugou Airport,HTT,ZLHX
Baruun Urt Airport,UUN,ZMBU
Bengbu Airport,BFU,ZSBB
Rugao Air Base,RUG,ZSRG
Wuhu Air Base,WHU,ZSWU
Shanshan Airport,SXJ,ZWSS
Yingkou Lanqi Airport,YKH,ZYYK
Shenyang Dongta Airport,\N,ZYYY
Bogorodskoye Airport,BQG,UHNB
Itapiranga Airport,\N,SSYT
Kanuhuraa Island,\N,\N
Kwara Airstrip,\N,\N
Matemo Island,\N,\N
Medjumbe Island,\N,\N
Koh Lanta Harbor,\N,\N
Paradise Resort Koh Yao Noi,\N,\N
Gare Martime Papeete,\N,\N
Gare Maritime Moorea Vaiare,\N,\N
Kahului Cruise Terminal,\N,\N
Aguas Calientes Airport,\N,SPAT
Kemayoran Airport,JKT,WIID
Black Rock City Airport,\N,\N
Takatsuki Station ,\N,\N
Izumi Fuchu Station,\N,\N
Beijing East Railway Station,\N,\N
Binhai Railway Station,\N,\N
Baldi South Railway Station,\N,\N
Christianshavn Station,\N,\N
Amagerbro Station,\N,\N
Lergravsparken Station,\N,\N
Oresund Station,\N,\N
Amager Strand Station,\N,\N
Kastrup Station,\N,\N
Brussels-Congress Railway Station,\N,\N
Haren-Sud Railway Station,\N,\N
Diegem Railway Station,\N,\N
Zaventem Railway Station,\N,\N
Rajiv Gandhi International Airport,HYD,VOHS
North Hsinchu Station,\N,\N
Zhubei Station,\N,\N
Vancouver International Seaplane Base,\N,CAM9
Port Washington Water Aerodrome,\N,CAP8
Liujia Station,\N,\N
Den Haag Centraal,ZYH,\N
Duisburg Hauptbahnhof,\N,\N
Dicka,DIC,DICK
Bressaucourt Airport,\N,LSZQ
Kimana Zebra Lodge,\N,\N
Tsavo East Crocodile Camp,\N,\N
Massai Mara Mara Buffalo Camp,\N,\N
Bamburi Airport,\N,\N
Pioltello-Limito Railway Station,\N,\N
Verdello-Dalmine Railway Station,\N,\N
Treviglio-Ovest Railway Station,\N,\N
Parakou Airport,PKO,DBBP
Aerodrom Arseniev,XBA,BXBA
Kandi Airport,KDC,DBBK
Luxmore Hut Helipad,\N,\N
Tasman Glacier,\N,\N
Sokodé Airport,\N,DXSK
Sansanné-Mango Airport,\N,DXMG
Gorizia Centrale,\N,\N
Gallipoli,\N,\N
Zollino,\N,\N
Lecce,\N,\N
Valga,\N,\N
Namba Station,\N,\N
Lindau Hbf,QII,\N
Tengachaya Station,\N,\N
Sakai Station,\N,\N
Kishiwada Station,\N,\N
Izumisano Station,\N,\N
Bregenz,XGZ,\N
Rinku Town Station,\N,\N
Gare de Maintenon,\N,\N
Gare dEpernon,\N,\N
Gare de la Loupe,\N,\N
Gare de Courville sur Eure,\N,\N
Chengdu East Railway Station,\N,\N
Ziyang North Railway Station,\N,\N
Neijiang North Railway Station,\N,\N
Velidhoo,\N,\N
Sundance Helicopters,\N,\N
Arnbruck Airport,\N,EDNB
Bad Schandau Bahnhof,\N,\N
Sandiaoling Station,\N,\N
High Speed Rail Station,\N,\N
Sagunto Railway Station,\N,\N
Oropesa del Mar Railway Station,\N,\N
Vinaros Railway Station,\N,\N
Aldea-Amposta-Tortosa Railway Station,\N,\N
Castelldefels Railway Station,\N,\N
Sitges Railway Station,\N,\N
Castejon de Ebro Railway Station,\N,\N
Tudela de Navarra Railway Station,\N,\N
Alfaro Railway Station,\N,\N
Calahorra Railway Station,\N,\N
Haro Railway Station,\N,\N
Carl St. and Cole St. Station,\N,\N
Judah and Sunset,\N,\N
2nd and King Station,\N,\N
Brannan and The Embarcadero Station,\N,\N
Folsom and The Embarcadero Station,\N,\N
Montgomery Street Station,\N,\N
Powell Street Station,\N,\N
Van Ness Station,\N,\N
Duboce and Church Station,\N,\N
Duboce and Noe Street Station,\N,\N
Irving and 2nd Avenue Station,\N,\N
Judah and 9th Avenue,\N,\N
Bay Shore Blvd and Boutwell St,\N,\N
7th St and Bryant St,\N,\N
Cherry and Grundy,\N,\N
Jacarepaguá - Roberto Marinho Airport,\N,SBJR
Los Altos Station,\N,\N
Hacaritama Airport,\N,SKAG
Castro Street Station,\N,\N
St. Francis Blvd and Clarinada Ave,\N,\N
Downtown Berkeley BART Station,\N,\N
West Portal Ave and Sloat Blvd,\N,\N
Portola Dr and Burnett Ave,\N,\N
Saratoga and Payne,\N,\N
Hermannsburg Airport,HMG,YHMB
West Oakland BART Station,\N,\N
Lake Merritt BART Station,\N,\N
Fruitvale BART Station,\N,\N
Oakland Coliseum BART Station,\N,\N
Oakland International Airport BART Station,\N,\N
Saratoga and Moorpark,\N,\N
Homestead and Mary,\N,\N
San Antonio and Bayshore,\N,\N
Busan Port International Passenger Terminal,\N,\N
Mount Davies Airport,\N,YMDV
Areyonga Airport,\N,YARN
North Sea,\N,ARB1
Tracy Municipal Airport,\N,KTCY
Embarcadero and Stockton St,\N,\N
Embarcadero and Ferry Building,\N,\N
Doolittle Station,\N,\N
Osaka Airport Station,\N,\N
Hotarugaike Station,\N,\N
Hattori-tenjin Station,\N,\N
Toyonaka Station,\N,\N
Okamachi Station,\N,\N
Sone Osaka Station,\N,\N
Shonai Osaka Station,\N,\N
Mikuni Osaka Station,\N,\N
Juso Osaka Station,\N,\N
Nakatsu Osaka Hankyu Station,\N,\N
Umeda Hankyu Station,\N,\N
Hamamatsucho Station,\N,\N
Oi Keibajo-mae Station,\N,\N
Ryutsu Center Station,\N,\N
Showajima Station,\N,\N
Seibijo Station,\N,\N
Tenkubashi Station,\N,\N
Shin-Seibijo Station,\N,\N
Wassmannsdorf Station,\N,\N
Altglienicke Station,\N,\N
Grunbergallee Station,\N,\N
Blankenburg Station,\N,\N
Wartenberg Station,\N,\N
Gehrenseestrasse Station,\N,\N
Springpfuhl Station,\N,\N
Springpfuhl Station,\N,\N
Pankow Station,\N,\N
Bornholmer Strasse Station,\N,\N
Mount Allan Airport,\N,YMNA
Everard Park Airport,\N,YEVP
Warrabri Airport,\N,YWBI
Dortmund Hauptbahnhof,\N,\N
Essen,\N,\N
Gare de Creil,\N,\N
Gare de Compiegne,\N,\N
Gare de Tergnier,\N,\N
Gare de Saint-Quentin,\N,\N
Gare de Busigny,\N,\N
Gare de Maubeuge,\N,\N
Mons Railway Station,\N,\N
Gare de Soignies,\N,\N
Halle Railway Station,\N,\N
Gare de Meaux,\N,\N
Gare de Chateau-Thierry,\N,\N
Gare d Epernay,\N,\N
Gare de Chalons-en-Champagne,\N,\N
Gare de Vitry-le-Francois,\N,\N
Gare de Nancy-Ville,\N,\N
Gare de Remilly,\N,\N
Gare de Forbach,\N,\N
Saarbrucken Hauptbahnhof,\N,\N
Sankt Ingbert Bahnhof,\N,\N
Rohrbach Saar Station,\N,\N
Homburg Saar Hauptbahnhof,\N,\N
Kaiserslautern Hauptbahnhof,\N,\N
Neustadt Weinstrasse Hauptbahnhof,\N,\N
Ludwigshafen Rhein Hauptbahnhof,\N,\N
Biblis Bahnhof,\N,\N
Riedstadt-Goddelau Bahnhof,\N,\N
Zeppelinheim Bahnhof,\N,\N
Kelsterbach Bahnhof,\N,\N
Russelsheim Bahnhof,\N,\N
Mainz Romisches Theater Bahnhof,\N,\N
Mainz-Mombach Bahnhof,\N,\N
Bingen Rhein Stadt Bahnhof,\N,\N
Bingen Rhein Hauptbahnhof,\N,\N
Oberwesel Bahnhof,\N,\N
Boppard Hauptbahnhof,\N,\N
Koblenz Hauptbahnhof,\N,\N
Andernach Bahnhof,\N,\N
Remagen Bahnhof,\N,\N
Bonn-Mehlem Bahnhof,\N,\N
Bonn-Bad Godesberg Bahnhof,\N,\N
Roisdorf Bahnhof,\N,\N
Sechtem Bahnhof,\N,\N
Bruhl Bahnhof,\N,\N
Hurth-Kalscheuren Bahnhof,\N,\N
Cologne Sud Railway,\N,\N
Cologne West Railway,\N,\N
Cologne-Mulheim Bahnhof,\N,\N
Leverkusen Mitte Railway Station,\N,\N
Duisburg-Grossenbaum Railway Station,\N,\N
Munster Hauptbahnhof,\N,\N
Lengerich Railway Station,\N,\N
Diepholz Railway Station,\N,\N
Bremen Hauptbahnhof,\N,\N
Rotenburg Railway Station,\N,\N
Schessel Railway Station,\N,\N
Tostedt Railway Station,\N,\N
Buchholz Nordheide Railway Station,\N,\N
Hamburg-Harburg Railway Station,\N,\N
Ibbenburen Railway Station,\N,\N
Salzbergen Railway Station,\N,\N
Bad Bentheim Railway Station,\N,\N
Oldenzaal Railway Station,\N,\N
Borne Railway Station,\N,\N
Wierden Railway Station,\N,\N
Nijverdal Railway Station,\N,\N
Raalte Railway Station,\N,\N
Heino Railway Station,\N,\N
Rijssen Railway Station,\N,\N
Holten Railway Station,\N,\N
Twello Railway Station,\N,\N
Hoevelaken Railway Station,\N,\N
Baarn Railway Station,\N,\N
Weesp Railway Station,\N,\N
Diemen Railway Station,\N,\N
Amsterdam-De Vlugtlaan,\N,\N
Hoofddorp Railway Station,\N,\N
Nieuw-Vennep Railway Station,\N,\N
Sassenheim Railway Station,\N,\N
Voorschoten Railway Station,\N,\N
Den Haag Laan van NOI Railway Station,\N,\N
Den Haag-Moerwijk Railway Station,\N,\N
Rijswijk Railway Station,\N,\N
Lage Zwaluwe Railway Station,\N,\N
Zevenbergen Railway Station,\N,\N
Oudenbosch Railway Station,\N,\N
Antwerpen-Berchem Railway Station,ZYZ,\N
Duffel Railway Station,\N,\N
Cambridge Railway Station,\N,CAMR
Krefeld-Egelsberg Airport,\N,EDLK
Baidoa Airport,BIB,HCMB
Dusseldorf-Flingern Station,\N,\N
Berliner Tor Station,\N,\N
Wandsbek Station,\N,\N
Ahrensburg Railway Station,\N,\N
Bargteheide Railway Station,\N,\N
Bad Oldesloe Railway Station,\N,\N
Reinfeld Holst Railway Station,\N,\N
Bad Schwartau Railway Station,\N,\N
Timmendorfer Strand Railway Station,\N,\N
Scharbeutz Railway Station,\N,\N
Lensahn Railway Station,\N,\N
Oldenburg in Holstein Railway Station,\N,\N
