id,text,unit,updated,firstPeriod,latestPeriod,active,variables
AMB02,Ambulante behandlinger,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnose', 'alder', 'køn', 'tid']"
AMB03,Ambulante behandlinger og ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'alder', 'køn', 'tid']"
AMB04,Ambulante behandlinger og ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'diagnose', 'alder', 'køn', 'tid']"
AMB05,Ambulante behandlinger og ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'behandlinger', 'alder', 'køn', 'tid']"
AMBP01,Ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'dominerende diagnose', 'alder', 'køn', 'tid']"
AMBP02,Ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnose', 'alder', 'køn', 'tid']"
AMBP03,Indeks for ambulante behandlinger,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'familietype', 'alder', 'køn', 'tid']"
AMBP04,Indeks for ambulante behandlinger af voksne,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'socioøkonomisk status', 'alder', 'køn', 'tid']"
AMBP05,Indeks for ambulante behandlinger af voksne,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'uddannelse', 'alder', 'køn', 'tid']"
AMBP06,Indeks for ambulante behandlinger af børn,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'uddannelse', 'alder', 'køn', 'tid']"
AMBP07,Indeks for ambulante behandlinger,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'område', 'alder', 'køn', 'tid']"
AMBP08,Indeks for ambulante behandlinger,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'herkomst', 'alder', 'køn', 'tid']"
AMBP09,Indeks for ambulante behandlinger,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'boligtype', 'alder', 'køn', 'tid']"
AMBP10,Indeks for ambulante behandlinger af børn,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'socioøkonomisk status', 'alder', 'køn', 'tid']"
SKAD01,Akut ambulante besøg,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnose', 'alder', 'køn', 'tid']"
SKAD02,Akut ambulante besøg,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnose', 'alder', 'køn', 'tid']"
SKAD03,Akut ambulatne besøg og akut ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'alder', 'køn', 'tid']"
SKAD04,Akut ambulante besøg og akut ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'diagnose', 'alder', 'køn', 'tid']"
SKAD05,Akut ambulante besøg og akut ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'kontaktårsag', 'alder', 'køn', 'tid']"
SKADP01,Akut ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'dominerende kontaktårsag', 'alder', 'køn', 'tid']"
SKADP02,Akut ambulante patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'kontaktårsag', 'alder', 'køn', 'tid']"
SKADP03,Indeks for akut ambulante behandlinger,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'familietype', 'alder', 'køn', 'tid']"
SKADP04,Indeks for akut ambulante behandlinger af voksne,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'socioøkonomisk status', 'alder', 'køn', 'tid']"
SKADP05,Indeks for akut ambulante behandlinger af voksne,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'uddannelse', 'alder', 'køn', 'tid']"
SKADP06,Indeks for akut ambulante behandlinger af børn,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'uddannelse', 'alder', 'køn', 'tid']"
SKADP07,Indeks for akut ambulante behandlinger,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'område', 'alder', 'køn', 'tid']"
SKADP08,Indeks for akut ambulante behandlinger,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'herkomst', 'alder', 'køn', 'tid']"
SKADP09,Indeks for akut ambulante behandlinger,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'boligtype', 'alder', 'køn', 'tid']"
SKADP10,Indeks for akut ambulante behandlinger af børn,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'socioøkonomisk status', 'alder', 'køn', 'tid']"
SMIT3,Bekræftede COVID-19 tilfælde pr. dag (eksperimentel statistik),-,2021-07-02T08:00:00,2020M03D21,2021M06D29,True,"['nøgletal', 'landsdel', 'tid']"
SYGK2,Lægebesøg mv. med offentlig tilskud,Antal,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGK1,Lægebesøg mv. med offentlig tilskud,Antal,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGKS1,Lægebesøg mv. med offentlig tilskud (detaljeret),Antal,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGKS2,Lægebesøg mv. med offentlig tilskud (detaljeret),Antal,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGP2,Personer med kontakt til læge mv. med offentlig tilskud,Antal,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGP1,Personer med kontakt til læge mv. med offentlig tilskud,Antal,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGPS1,Modtagere af ydelser i forbindelse med lægebesøg mv.,Antal,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGPS2,Modtagere af ydelser i forbindelse med lægebesøg mv.,Antal,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGUS2,Offentlige udgifter ved lægebesøg mv. (detaljeret),1.000 kr.,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGUS1,Offentlige udgifter ved lægebesøg mv. (detaljeret),1.000 kr.,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGU1,Offentlige udgifter ved lægebesøg mv.,1.000 kr.,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGU2,Offentlige udgifter ved lægebesøg mv.,1.000 kr.,2021-04-28T08:00:00,2006,2020,True,"['område', 'ydelsesart', 'alder', 'køn', 'tid']"
SYGFAM,Lægebesøg,-,2021-04-28T08:00:00,2006,2020,True,"['nøgletal', 'ydelsesart', 'familietype', 'køn', 'alder', 'tid']"
SYGSOC,Lægebesøg,-,2021-05-17T08:00:00,2006,2020,True,"['nøgletal', 'ydelsesart', 'socioøkonomisk status', 'køn', 'alder', 'tid']"
SYGHER,Lægebesøg,-,2021-04-28T08:00:00,2006,2020,True,"['nøgletal', 'ydelsesart', 'herkomst', 'køn', 'alder', 'tid']"
SYGIND,Lægebesøg,-,2021-04-28T08:00:00,2006,2020,True,"['nøgletal', 'ydelsesart', 'indkomstniveau ', 'køn', 'alder', 'tid']"
SYGSIK,Befolkningen,Antal,2021-10-15T08:00:00,2007,2021,True,"['område', 'sygesikringsgruppe', 'tid']"
RESTAND,Kommunal tandpleje,Antal,2021-11-24T08:00:00,2015,2021,True,"['område', 'tandplejeordning', 'modtagere', 'tid']"
HJEMSYG,Modtagere af hjemmesygepleje (eget hjem),Antal,2021-06-11T08:00:00,2016,2020,True,"['område', 'alder', 'køn', 'tid']"
HJEMSYG2,Leveret hjemmesygepleje (eget hjem),Antal,2021-06-11T08:00:00,2016,2020,True,"['område', 'alder', 'køn', 'dage', 'tid']"
SGSU00,Udsatte børn og unge (0-22 år),-,2018-12-18T08:00:00,2015,2017,True,"['område', 'mål/kontrolgruppe', 'køn', 'alder', 'tid']"
SGSU01,Udsatte børn og unges (0-22 år) lægebesøg,-,2018-12-18T08:00:00,2015,2017,True,"['mål/kontrolgruppe', 'speciale', 'enhed', 'køn', 'alder', 'tid']"
SGSU02,Udsatte børn og unges (0-22 år) sygehusbenyttelse,-,2018-12-18T08:00:00,2015,2017,True,"['mål/kontrolgruppe', 'nøgletal', 'sygehustype', 'køn', 'alder', 'tid']"
FVKAND,Folketingsvalg,Antal,2019-06-19T08:00:00,1990,2019,True,"['kandidater', 'parti', 'tid']"
FVKOM,Folketingsvalg,Antal,2019-06-17T08:00:00,2007,2019,True,"['valgresultat', 'område', 'tid']"
FVPANDEL,Partiernes stemmeandel (Folketingsvalg),Pct.,2019-06-19T08:00:00,2007,2019,True,"['valgresultat', 'område', 'tid']"
FV19TOT,Folketingsvalget 2019,Antal,2019-06-17T08:00:00,2019,2019,True,"['valgresultat', 'område', 'tid']"
FV19TOTA,Folketingsvalget 2019,Antal,2019-06-17T08:00:00,2019,2019,True,"['valgresultat', 'område', 'tid']"
FV19KAND,Opstillede kandidaters personlige stemmer,Antal,2019-06-19T08:00:00,2019,2019,True,"['opstillede kandidater', 'valgresultat', 'parti', 'område', 'tid']"
KVRES,Valg til kommunalbestyrelser,Antal,2018-08-04T08:00:00,2005,2017,True,"['område', 'valgresultat', 'tid']"
VALGK3,Valg til kommunalbestyrelser,Antal,2018-07-18T08:00:00,2005,2017,True,"['område', 'parti', 'stemmer/kandidater/køn', 'tid']"
AKVA3,Valg til regionsråd,Antal,2018-03-16T08:00:00,2005,2017,True,"['område', 'parti', 'stemmer/kandidater/køn', 'tid']"
EVKOM,Europa-Parlamentsvalg,Antal,2019-05-31T08:00:00,2009,2019,True,"['valgresultat', 'område', 'tid']"
EVPANDEL,Partiernes stemmeandel (Europa-Parlamentsvalg),Pct.,2019-05-31T08:00:00,2009,2019,True,"['valgresultat', 'område', 'tid']"
EV19TOT,Europa-Parlamentsvalget 2019,Antal,2019-05-31T08:00:00,2019,2019,True,"['valgresultat', 'område', 'tid']"
EV19TOTA,Europa-Parlamentsvalget 2019,Antal,2019-05-31T08:00:00,2019,2019,True,"['valgresultat', 'område', 'tid']"
FAKOM,Folkeafstemninger,Antal,2016-03-01T09:00:00,2014,2015,True,"['valgresultat', 'område', 'tid']"
FA15TOT,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S01,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S02,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S03,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S04,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S05,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S06,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S07,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S08,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S09,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
FA15S10,Folkeafstemning om omdannelse af retsforbeholdet til en tilvalgsordning 2015,Antal,2015-12-11T09:00:00,2015,2015,True,"['valgresultat', 'område', 'tid']"
LIGEDI0,Ligestillingsindikator for opstillede og valgte kandidater til folketingsvalg,-,2019-06-26T08:00:00,1918,2019,True,"['kandidater', 'indikator', 'tid']"
LIGEDI1,Ligestillingsindikator for opstillede og valgte kandidater til folketingsvalg,-,2019-06-26T08:00:00,2001,2019,True,"['kandidater', 'indikator', 'alder', 'tid']"
LIGEDI10,Ligestillingsindikator for regeringer,-,2019-06-28T08:00:00,2019,2019,True,"['regeringer', 'indikator', 'tid']"
LIGEDI2,Ligestillingsindikator for opstillede og valgte kandidater til kommunalvalg,-,2018-03-16T08:00:00,2005,2017,True,"['kandidater', 'indikator', 'alder', 'kommune', 'tid']"
LIGEDI3,Ligestillingsindikator for opstillede og valgte kandidater til regionsvalg,-,2018-03-16T08:00:00,2005,2017,True,"['kandidater', 'indikator', 'tid']"
LIGEDI4,Ligestillingsindikator for opstillede og valgte kandidater til Europa-Parlamentsvalg,-,2019-06-26T08:00:00,1994,2019,True,"['kandidater', 'indikator', 'tid']"
LIGEDI5,Ligestillingsindikator for demokrati og ret,-,2019-03-15T08:00:00,2016,2019,True,"['embede', 'indikator', 'tid']"
LIGEDI6,Ligestillingsindikator for bestyrelsesmedlemmer og direktører,-,2020-12-16T08:00:00,2014,2019,True,"['indikator', 'type', 'uddannelse', 'alder', 'tid']"
LIGEDI7,Ligestillingsindikator for bestyrelsesmedlemmer og direktører,-,2020-12-16T08:00:00,2014,2019,True,"['indikator', 'type', 'virksomhedsstørrelse', 'tid']"
LIGEDI8,Ligestillingsindikator for bestyrelsesmedlemmer og direktører,-,2020-12-16T08:00:00,2014,2019,True,"['indikator', 'type', 'branche (DB07 19-grp)', 'tid']"
LIGEDI9,Ligestillingsindikator for beskæftigede lønmodtagere,-,2021-12-13T08:00:00,2008,2020,True,"['indikator', 'lønmodtagergruppe', 'branche (DB07 127-grp)', 'tid']"
LIGEDB1,Opstillede og valgte kandidater til folketingsvalg,Antal,2019-06-26T08:00:00,2001,2019,True,"['kandidater', 'køn', 'alder', 'tid']"
LIGEDB2,Opstillede og valgte kandidater til kommunalvalg,Antal,2018-03-16T08:00:00,2005,2017,True,"['kandidater', 'køn', 'alder', 'kommune', 'tid']"
LIGEDB6,Bestyrelsesmedlemmer og direktører,Antal,2020-12-16T08:00:00,2014,2019,True,"['type', 'køn', 'uddannelse', 'alder', 'tid']"
LIGEDB7,Bestyrelsesmedlemmer og direktører,Antal,2020-12-16T08:00:00,2014,2019,True,"['type', 'virksomhedsstørrelse', 'køn', 'tid']"
LIGEDB8,Bestyrelsesmedlemmer og direktører,Antal,2020-12-16T08:00:00,2014,2019,True,"['type', 'branche (DB07 19-grp)', 'køn', 'tid']"
LIGEDB9,Beskæftigede lønmodtagere,Antal,2021-12-13T08:00:00,2008,2020,True,"['køn', 'lønmodtagergruppe', 'branche (DB07 127-grp)', 'tid']"
LIGEFI1,Ligestillingsindikator for barselsdagpengedage til forældrepar (gennemsnit),Antal,2021-04-28T08:00:00,2015,2019,True,"['indikator', 'moderens højeste fuldførte uddannelse', 'faderens højeste fuldførte uddannelse', 'forældrenes uddannelsesniveau', 'område', 'tid']"
LIGEFI5,Ligestillingsindikator for arbejdstimer for lønmodtagere (gennemsnitlig),Antal,2021-12-13T08:00:00,2008,2020,True,"['indikator', 'alder', 'familietype', 'tid']"
LIGEFI6,Ligestillingsindikator for pendlingsafstand (gennemsnitlig),Antal,2021-03-24T08:00:00,2008,2019,True,"['indikator', 'familietype', 'alder', 'tid']"
LIGEFI7,"Ligestillingsindikator for børn, der har adresse kun hos mor eller far",-,2021-03-18T08:00:00,1980,2021,True,"['indikator', 'alder', 'tid']"
LIGEFI8,Ligestillingsindikator for fraværsdagsværk ved barns sygdom (gennemsnitlig),Antal,2021-12-22T08:00:00,2013,2020,True,"['indikator', 'sektor', 'indkomst', 'tid']"
LIGEFI9,Ligestillingsindikator for fraværsdagsværk ved barns sygdom (gennemsnitlig),Antal,2021-12-22T08:00:00,2013,2020,True,"['indikator', 'sektor', 'branche', 'tid']"
LIGEFB1,Forældrepar,Antal,2021-04-28T08:00:00,2015,2019,True,"['barnets familieforhold', 'forældrenes dagpengeret', 'moderens højeste fuldførte uddannelse', 'faderens højeste fuldførte uddannelse', 'område', 'tid']"
LIGEFB6,Beskæftigede,Antal,2021-03-24T08:00:00,2008,2019,True,"['familietype', 'pendlingsafstand', 'køn', 'alder', 'tid']"
LIGEFB7,Børn,Antal,2021-03-18T08:00:00,1980,2021,True,"['alder', 'familietype', 'mor status', 'far status', 'tid']"
LIGEUI0,Ligestillingsindikator for befolkningens højeste fuldførte uddannelse,-,2021-03-30T08:00:00,1986,2020,True,"['højest fuldførte uddannelse', 'indikator', 'alder', 'tid']"
LIGEUI1,Ligestillingsindikator for befolkningens højeste fuldførte uddannelse (15-69 år),-,2021-03-30T08:00:00,2005,2020,True,"['højest fuldførte uddannelse', 'indikator', 'alder', 'bopælsområde', 'herkomst', 'tid']"
LIGEUI2,Ligestillingsindikator for kursusdeltagelse ved voksen og efteruddannelse,-,2022-03-07T08:00:00,2005,2021,True,"['uddannelsesområde', 'indikator', 'alder', 'bopælsområde', 'enhed', 'tidsangivelse', 'tid']"
LIGEUI4,Ligestillingsindikator for modtagere af specialundervisning i grundskolen (offentlige skoler og specialområdet),-,2021-06-23T08:00:00,2011,2020,True,"['indikator', 'klassetrin', 'herkomst', 'tid']"
LIGEUI5,Ligestillingsindikator for frafald inden for 5 år,-,2021-04-09T08:00:00,2008,2015,True,"['startuddannelse i gruppen', 'indikator', 'alder', 'herkomst', 'tid']"
LIGEUB1,Befolkningens højeste fuldførte uddannelse (15-69 år),Antal,2021-03-30T08:00:00,2005,2020,True,"['bopælsområde', 'herkomst', 'højest fuldførte uddannelse', 'alder', 'køn', 'tid']"
LIGEUB2,Kursusdeltagelse ved voksen og efteruddannelse,Antal,2022-03-07T08:00:00,2005,2021,True,"['uddannelsesområde', 'bopælsområde', 'alder', 'køn', 'enhed', 'tidsangivelse', 'tid']"
LIGEUB4,Elever i grundskolen,Antal,2021-06-23T08:00:00,2011,2020,True,"['klassetrin', 'specialundervisning', 'herkomst', 'køn', 'tid']"
LIGEUB5,Gennemførsel af uddannelsesgrupper,Antal,2021-04-09T08:00:00,2008,2020,True,"['startuddannelse i gruppen', 'herkomst', 'køn', 'status ved 1 og 5 år', 'alder ved start på gruppe', 'tid']"
LIGEAI1,Ligestillingsindikator for erhvervs- og beskæftigelsesfrekvenser,-,2021-12-13T08:00:00,2008,2020,True,"['frekvens', 'indikator', 'familietype', 'herkomst', 'alder', 'tid']"
LIGEAI10,Ligestillingsindikator for langtidsledige,-,2022-01-14T08:00:00,2009M01,2021M08,True,"['indikator', 'alder', 'område', 'tid']"
LIGEAI2,Ligestillingsindikator for erhvervs- og beskæftigelsesfrekvenser,-,2021-12-13T08:00:00,2008,2020,True,"['frekvens', 'indikator', 'familietype', 'område', 'alder', 'tid']"
LIGEAI3,Ligestillingsindikator for beskæftigede,-,2021-12-13T08:00:00,2008,2020,True,"['branche (DB07)', 'indikator', 'tid']"
LIGEAI4,Ligestillingsindikator for beskæftigede (over 15 år),-,2021-12-13T08:00:00,2008,2020,True,"['indikator', 'branche (DB07)', 'forsikringskategori', 'tid']"
LIGEAI5,Ligestillingsindikator for beskæftigede (over 15 år) i støttet beskæftigelse,-,2021-12-13T08:00:00,2008,2020,True,"['branche (DB07)', 'ydelsestype', 'indikator', 'tid']"
LIGEAI6,Ligestillingsindikator for NEET,-,2021-05-04T08:00:00,2008,2019,True,"['indikator', 'bopælsområde', 'alder', 'tid']"
LIGEAI7,Ligestillingsindikator for lønmodtagere,-,2021-12-13T08:00:00,2008,2020,True,"['indikator', 'arbejdstidens omfang', 'sektor', 'familietype', 'alder', 'tid']"
LIGEAI8,Ligestillingsindikator for lønmodtagere,-,2021-12-13T08:00:00,2008,2020,True,"['indikator', 'arbejdstidens omfang', 'herkomst', 'familietype', 'alder', 'tid']"
LIGEAI9A,Ligestillingsindikator for fuldtidsledige,-,2022-03-03T08:00:00,2007M01,2021M07,True,"['indikator', 'alder', 'område', 'tid']"
LIGEAI9B,Ligestillingsindikator for fuldtidsledige (sæsonkorrigeret),-,2022-03-03T08:00:00,2007M01,2022M01,True,"['indikator', 'tid']"
LIGEAB1,Befolkningen,Antal,2021-12-13T08:00:00,2008,2020,True,"['socioøkonomisk status', 'herkomst', 'familietype', 'køn', 'alder', 'tid']"
LIGEAB10,Langtidsledige,Antal,2022-01-14T08:00:00,2009M01,2021M08,True,"['område', 'køn', 'alder', 'tid']"
LIGEAB2,Befolkningen,Antal,2021-12-13T08:00:00,2008,2020,True,"['område', 'socioøkonomisk status', 'familietype', 'køn', 'alder', 'tid']"
LIGEAB3,Beskæftigede,Antal,2021-12-13T08:00:00,2008,2020,True,"['branche (DB07)', 'køn', 'tid']"
LIGEAB4,Beskæftigede,Antal,2021-12-13T08:00:00,2008,2020,True,"['område', 'branche (DB07)', 'forsikringskategori', 'køn', 'alder', 'tid']"
LIGEAB5,Beskæftigede i støttet beskæftigelse,Antal,2021-12-13T08:00:00,2008,2020,True,"['branche (DB07)', 'ydelsestype', 'køn', 'alder', 'tid']"
LIGEAB6,Befolkningen (16-24 år),Antal,2020-03-25T08:00:00,2008,2018,True,"['status (NEET)', 'bopælsområde', 'køn', 'alder', 'tid']"
LIGEAB7,Lønmodtagere,Antal,2021-12-13T08:00:00,2008,2020,True,"['arbejdstidens omfang', 'sektor', 'familietype', 'køn', 'alder', 'tid']"
LIGEAB8,Lønmodtagere,Antal,2021-12-13T08:00:00,2008,2020,True,"['arbejdstidens omfang', 'herkomst', 'familietype', 'køn', 'alder', 'tid']"
LIGEAB9A,Fuldtidsledige,Antal,2022-03-03T08:00:00,2013M01,2021M07,True,"['ydelsestype', 'område', 'køn', 'alder', 'tid']"
LIGEAB9B,Fuldtidsledige (sæsonkorrigeret),Antal,2022-03-03T08:00:00,2007M01,2022M01,True,"['køn', 'tid']"
LIGEKI1,Ligestillingsindikator for personlige modtagere af Kulturministeriets udbetalinger,-,2021-10-07T08:00:00,2010,2020,True,"['indikator', 'bopælsområde', 'kulturemne', 'aldersgrupper', 'tid']"
LIGEKI2,Ligestillingsindikator for Kulturministeriets udbetalinger til personer,-,2021-10-07T08:00:00,2010,2020,True,"['indikator', 'bopælsområde', 'kulturemne', 'aldersgrupper', 'tid']"
